"cntry";"name";"took_office";"left_office";"took_office_f";"left_office_f"
"PL";"Grzegorz Puda";"6 October 2020";NA;"2020/10/06 00:00:00";NA
"PL";"Mariusz Błaszczak";"15 November 2019";NA;"2019/11/15 00:00:00";NA
"PL";"Jacek Czaputowicz";"15 November 2019";"20 August 2020";"2019/11/15 00:00:00";"2020/08/20 00:00:00"
"PL";"Zbigniew Rau";"20 August 2020";NA;"2020/08/20 00:00:00";NA
"PL";"Michał Dworczyk";"15 November 2019";NA;"2019/11/15 00:00:00";NA
"PL";"Jadwiga Emilewicz";"15 November 2019";"6 October 2020";"2019/11/15 00:00:00";"2020/10/06 00:00:00"
"PL";"Jadwiga Emilewicz";"9 April 2020";"6 October 2020";"2020/04/09 00:00:00";"2020/10/06 00:00:00"
"PL";"Marek Gróbarczyk";"15 November 2019";"6 October 2020";"2019/11/15 00:00:00";"2020/10/06 00:00:00"
"PL";"Małgorzata Jarosińska-Jedynak";"15 November 2019";"6 October 2020";"2019/11/15 00:00:00";"2020/10/06 00:00:00"
"PL";"Mariusz Kamiński";"15 November 2019";NA;"2019/11/15 00:00:00";NA
"PL";"Tadeusz Kościński";"15 November 2019";NA;"2019/11/15 00:00:00";NA
"PL";"Michał Kurtyka";"15 November 2019";NA;"2019/11/15 00:00:00";NA
"PL";"Marlena Maląg";"15 November 2019";NA;"2019/11/15 00:00:00";NA
"PL";"Dariusz Piontkowski";"15 November 2019";"19 October 2020";"2019/11/15 00:00:00";"2020/10/19 00:00:00"
"PL";"Łukasz Schreiber";"15 November 2019";NA;"2019/11/15 00:00:00";NA
"PL";"Michał Wójcik";"6 October 2020";NA;"2020/10/06 00:00:00";NA
"PL";"Michał Cieślak";"6 October 2020";NA;"2020/10/06 00:00:00";NA
"PL";"Łukasz Szumowski";"15 November 2019";"19 August 2020";"2019/11/15 00:00:00";"2020/08/19 00:00:00"
"PL";"Adam Niedzielski";"19 August 2020";NA;"2020/08/19 00:00:00";NA
"PL";"Konrad Szymański";"15 November 2019";NA;"2019/11/15 00:00:00";NA
"PL";"Michał Woś";"15 November 2019";"6 October 2020";"2019/11/15 00:00:00";"2020/10/06 00:00:00"
"PL";"Marek Zagórski";"15 November 2019";NA;"2019/11/15 00:00:00";NA
"PL";"Zbigniew Ziobro";"15 November 2019";NA;"2019/11/15 00:00:00";NA
"PL";"Danuta Dmowska-Andrzejuk";"5 December 2019";"6 october 2020";"2019/12/05 00:00:00";"2020/10/06 00:00:00"
"PT";"António Costa";"26 November, 2015";"present";"2015/11/26 00:00:00";NA
"PT";"Augusto Santos Silva";"26 November, 2015";"present";"2015/11/26 00:00:00";NA
"PT";"Mariana Vieira da Silva";"18 February, 2019";"present";"2019/02/18 00:00:00";NA
"PT";"João Leão";"15 June 2020";"present";"2020/06/15 00:00:00";NA
"PT";"João Gomes Cravinho";"15 October, 2018";"present";"2018/10/15 00:00:00";NA
"PT";"Eduardo Cabrita";"21 October, 2017";"present";"2017/10/21 00:00:00";NA
"PT";"Francisca Van Dunem";"26 November, 2015";"present";"2015/11/26 00:00:00";NA
"PT";"Pedro Siza Vieira";"15 October, 2018";"present";"2018/10/15 00:00:00";NA
"PT";"Graça Fonseca";"26 November, 2015";"present";"2015/11/26 00:00:00";NA
"PT";"Manuel Heitor";"26 November, 2015";"present";"2015/11/26 00:00:00";NA
"PT";"Tiago Brandão Rodrigues";"26 November, 2015";"present";"2015/11/26 00:00:00";NA
"PT";"José António Vieira da Silva";"26 November, 2015";"present";"2015/11/26 00:00:00";NA
"PT";"Marta Temido";"15 October, 2018";"present";"2018/10/15 00:00:00";NA
"PT";"Nelson de Souza";"18 February, 2019";"present";"2019/02/18 00:00:00";NA
"PT";"Pedro Nuno Santos";"18 February, 2019";"present";"2019/02/18 00:00:00";NA
"PT";"João Pedro Matos Fernandes";"26 November, 2015";"present";"2015/11/26 00:00:00";NA
"PT";"Luís Capoulas Santos";"26 November, 2015";"present";"2015/11/26 00:00:00";NA
"PT";"Ana Paula Vitorino";"26 November, 2015";"present";"2015/11/26 00:00:00";NA
"RO";"Florin Cîțu";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Dan Barna";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Hunor Kelemen";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Sorin Cîmpeanu";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Virgil-Daniel Popescu";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Claudiu Năsui";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Bogdan Aurescu";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Nicolae Ciucă";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Raluca Turcan";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Attila Cseke";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Barna Tánczos";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Cătălin Drulă";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Alexandru Nazare";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Stelian Ion";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Nechita-Adrian Oros";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Vlad Voiculescu";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Lucian Bode";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Cristian Ghinea";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Bogdan Gheorghiu";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Eduard Novak";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"RO";"Ciprian Teleman";"23 December 2020";NA;"2020/12/23 00:00:00";NA
"SE";"Stefan Löfven";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Margot Wallström";"21 January 2019";"10 September 2019";"2019/01/21 00:00:00";"2019/09/10 00:00:00"
"SE";"Morgan Johansson (de facto)";"10 September 2019";"Incumbent";"2019/10/20 00:00:00";NA
"SE";"Isabella Lövin (de jure)";"21 January 2019";"5 February 2021";"2019/01/21 00:00:00";"2021/02/05 00:00:00"
"SE";"Per Bolund (de jure)";"5 February 2021";"Incumbent";"2021/02/05 00:00:00";NA
"SE";"Hans Dahlgren";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Morgan Johansson";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Mikael Damberg";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Margot Wallström";"21 January 2019";"10 September 2019";"2019/01/21 00:00:00";"2019/09/10 00:00:00"
"SE";"Ann Linde";"10 September 2019";"Incumbent";"2019/10/20 00:00:00";NA
"SE";"Ann Linde";"21 January 2019";"10 September 2019";"2019/01/21 00:00:00";"2019/09/10 00:00:00"
"SE";"Anna Hallberg";"10 September 2019";"Incumbent";"2019/10/20 00:00:00";NA
"SE";"Peter Eriksson";"21 January 2019";"17 December 2020";"2019/01/21 00:00:00";"2020/12/17 00:00:00"
"SE";"Isabella Lövin (acting)";"17 December 2020";"5 February 2021";"2020/12/17 00:00:00";"2021/02/05 00:00:00"
"SE";"Per Olsson Fridh";"5 February 2021";"Incumbent";"2021/02/05 00:00:00";NA
"SE";"Peter Hultqvist";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Lena Hallengren";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Annika Strandhäll";"21 January 2019";"1 October 2019";"2019/01/21 00:00:00";"2019/10/01 00:00:00"
"SE";"Ardalan Shekarabi";"1 October 2019";"Incumbent";"2019/10/01 00:00:00";NA
"SE";"Magdalena Andersson";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Per Bolund";"21 January 2019";"5 February 2021";"2019/01/21 00:00:00";"2021/02/05 00:00:00"
"SE";"Åsa Lindhagen";"5 February 2021";"Incumbent";"2021/02/05 00:00:00";NA
"SE";"Ardalan Shekarabi";"21 January 2019";"1 October 2019";"2019/01/21 00:00:00";"2019/10/01 00:00:00"
"SE";"Lena Micko";"1 October 2019";"Incumbent";"2019/10/01 00:00:00";NA
"SE";"Anna Ekström";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Matilda Ernkrans";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Isabella Lövin";"21 January 2019";"5 February 2021";"2019/01/21 00:00:00";"2021/02/05 00:00:00"
"SE";"Per Bolund";"5 February 2021";"Incumbent";"2021/02/05 00:00:00";NA
"SE";"Ibrahim Baylan";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Jennie Nilsson";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Amanda Lind";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Ylva Johansson";"21 January 2019";"10 September 2019";"2019/01/21 00:00:00";"2019/09/10 00:00:00"
"SE";"Eva Nordmark";"10 September 2019";"Incumbent";"2019/10/20 00:00:00";NA
"SE";"Åsa Lindhagen";"21 January 2019";"5 February 2021";"2019/01/21 00:00:00";"2021/02/05 00:00:00"
"SE";"Märta Stenevi";"5 February 2021";"Incumbent";"2021/02/05 00:00:00";NA
"SE";"Tomas Eneroth";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SE";"Anders Ygeman";"21 January 2019";"Incumbent";"2019/01/21 00:00:00";NA
"SI";"Janez Janša";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Zdravko Počivalšek";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Matej Tonin";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Jože Podgoršek";"15 October 2020";NA;"2020/10/15 00:00:00";NA
"SI";"Simona Kustec";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Janez Cigler Kralj";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Jernej Vrtovec";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Aleš Hojs";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Andrej Vizjak";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Andrej Šircelj";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Vasko Simoniti";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Janez Poklukar
";"23 February 2021";NA;"2021/02/23 00:00:00";NA
"SI";"Boštjan Koritnik";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Anže Logar";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Lilijana Kozlovič";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Zvone Černač";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SI";"Helena Jaklitsch";"13 March 2020";NA;"2020/03/13 00:00:00";NA
"SK";"Igor Matovič";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
"SK";"Štefan Hollý";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
"SK";"Veronika Remišová";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
"SK";"Richard Sulík";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
"SK";"Eduard Heger";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
"SK";"Roman Mikulec";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
"SK";"Marek Krajčí";"21 March 2020";"12 March 2021";"2020/03/21 00:00:00";"2021/12/20 00:00:00"
"SK";"Eduard Heger(acting)";"12 March 2021";"Incumbent";"2021/03/12 00:00:00";NA
"SK";"Jaroslav Naď";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
"SK";"Mária Kolíková";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
"SK";"Richard Sulík(acting)";"21 March 2020";"8 April 2020";"2020/03/21 00:00:00";"2020/04/08 00:00:00"
"SK";"Ivan Korčok";"8 April 2020";"Incumbent";"2020/04/08 00:00:00";NA
"SK";"Branislav Gröhling";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
"SK";"Milan Krajniak";"21 March 2020";"17 March 2021";"2020/03/21 00:00:00";"2021/03/17 00:00:00"
"SK";"Andrej Doležal(acting)";"17 March 2021";"Incumbent";"2021/03/17 00:00:00";NA
"SK";"Andrej Doležal";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
"SK";"Natália Milanová";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
"SK";"Ján Mičovský";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
"SK";"Ján Budaj";"21 March 2020";"Incumbent";"2020/03/21 00:00:00";NA
